kargo_id,satis_id,alici_adi,sehir,kargo_durumu,kargoya_verilis_tarihi,teslimat_tarihi
KRG-1314,1314,Zeynep C.,Antalya,Teslim Edildi,2025-06-06,2025-06-08
KRG-1315,1315,Mehmet D.,Bursa,Teslim Edildi,2025-06-05,2025-06-07
KRG-1316,1316,Zeynep C.,Balıkesir,Teslim Edildi,2025-06-06,2025-06-09
KRG-1317,1317,Ayşe K.,Antalya,Teslim Edildi,2025-06-06,2025-06-08
KRG-1318,1318,Ali M.,İzmir,Teslim Edildi,2025-06-06,2025-06-09
KRG-1319,1319,Zeynep C.,Balıkesir,Teslim Edildi,2025-06-06,2025-06-09
KRG-1320,1320,Ali M.,Balıkesir,Teslim Edildi,2025-06-06,2025-06-07
KRG-1321,1321,Fatma A.,İstanbul,İade Teslim Alındı,2025-06-06,2025-06-07
KRG-1322,1322,Elif S.,İzmir,Teslim Edildi,2025-06-06,2025-06-09
KRG-1323,1323,Mehmet D.,Kocaeli,Teslim Edildi,2025-06-06,2025-06-07
KRG-1324,1324,Ahmet Y.,Antalya,Teslim Edildi,2025-06-06,2025-06-08
KRG-1325,1325,Cemre Y.,Adana,Teslim Edildi,2025-06-06,2025-06-09
KRG-1326,1326,Caner B.,Ankara,Teslim Edildi,2025-06-06,2025-06-08
KRG-1327,1327,Zeynep C.,Ankara,Teslim Edildi,2025-06-07,2025-06-09
KRG-1329,1329,Fatma A.,İzmir,Teslim Edildi,2025-06-06,2025-06-09
KRG-1330,1330,Cemre Y.,Eskişehir,Teslim Edildi,2025-06-07,2025-06-08
KRG-1331,1331,Elif S.,Ankara,Teslim Edildi,2025-06-08,2025-06-09
KRG-1332,1332,Ali M.,İstanbul,Teslim Edildi,2025-06-07,2025-06-09
KRG-1333,1333,Burak T.,Balıkesir,Teslim Edildi,2025-06-08,2025-06-10
KRG-1334,1334,Elif S.,Bursa,Teslim Edildi,2025-06-07,2025-06-08
KRG-1335,1335,Elif S.,İzmir,Teslim Edildi,2025-06-07,2025-06-08
KRG-1336,1336,Mehmet D.,Kocaeli,Teslim Edildi,2025-06-08,2025-06-11
KRG-1337,1337,Mehmet D.,Ankara,Teslim Edildi,2025-06-07,2025-06-10
KRG-1339,1339,Ahmet Y.,Balıkesir,Teslim Edildi,2025-06-07,2025-06-09
KRG-1340,1340,Zeynep C.,Antalya,Teslim Edildi,2025-06-08,2025-06-11
KRG-1341,1341,Elif S.,İstanbul,Teslim Edildi,2025-06-08,2025-06-09
KRG-1342,1342,Elif S.,Eskişehir,Teslim Edildi,2025-06-08,2025-06-09
KRG-1343,1343,Elif S.,İzmir,Teslim Edildi,2025-06-09,2025-06-11
KRG-1344,1344,Caner B.,Ankara,Teslim Edildi,2025-06-08,2025-06-10
KRG-1345,1345,Mehmet D.,Adana,Teslim Edildi,2025-06-09,2025-06-12
KRG-1346,1346,Caner B.,Antalya,Teslim Edildi,2025-06-09,2025-06-12
KRG-1347,1347,Zeynep C.,Balıkesir,Teslim Edildi,2025-06-08,2025-06-10
KRG-1348,1348,Cemre Y.,Eskişehir,Teslim Edildi,2025-06-08,2025-06-11
KRG-1349,1349,Ayşe K.,Eskişehir,İade Teslim Alındı,2025-06-09,2025-06-12
KRG-1350,1350,Mehmet D.,İstanbul,Teslim Edildi,2025-06-09,2025-06-11
KRG-1351,1351,Ahmet Y.,İzmir,Teslim Edildi,2025-06-09,2025-06-12
KRG-1352,1352,Elif S.,Eskişehir,Teslim Edildi,2025-06-09,2025-06-11
KRG-1353,1353,Zeynep C.,Balıkesir,Teslim Edildi,2025-06-08,2025-06-09
KRG-1354,1354,Mehmet D.,Adana,Teslim Edildi,2025-06-09,2025-06-11
KRG-1355,1355,Fatma A.,Ankara,Teslim Edildi,2025-06-08,2025-06-10
KRG-1356,1356,Burak T.,Adana,Teslim Edildi,2025-06-09,2025-06-11
KRG-1357,1357,Zeynep C.,Bursa,Teslim Edildi,2025-06-08,2025-06-10
KRG-1358,1358,Fatma A.,Ankara,Teslim Edildi,2025-06-09,2025-06-10
KRG-1359,1359,Zeynep C.,Ankara,Teslim Edildi,2025-06-10,2025-06-11
KRG-1360,1360,Elif S.,Ankara,İade Teslim Alındı,2025-06-10,2025-06-12
KRG-1361,1361,Mehmet D.,İzmir,Teslim Edildi,2025-06-10,2025-06-12
KRG-1362,1362,Fatma A.,İzmir,Teslim Edildi,2025-06-10,2025-06-13
KRG-1363,1363,Ali M.,Samsun,Teslim Edildi,2025-06-09,2025-06-12
KRG-1364,1364,Mehmet D.,Samsun,Teslim Edildi,2025-06-09,2025-06-10
KRG-1365,1365,Zeynep C.,Adana,Teslim Edildi,2025-06-09,2025-06-12
KRG-1366,1366,Mehmet D.,Balıkesir,Teslim Edildi,2025-06-11,2025-06-13
KRG-1367,1367,Ali M.,Balıkesir,Teslim Edildi,2025-06-10,2025-06-13
KRG-1368,1368,Cemre Y.,İzmir,Teslim Edildi,2025-06-11,2025-06-14
KRG-1369,1369,Ahmet Y.,Ankara,Teslim Edildi,2025-06-11,2025-06-13
KRG-1370,1370,Elif S.,Bursa,Teslim Edildi,2025-06-10,2025-06-11
KRG-1372,1372,Ali M.,Antalya,Teslim Edildi,2025-06-11,2025-06-12
KRG-1373,1373,Ayşe K.,Adana,Teslim Edildi,2025-06-11,2025-06-14
KRG-1374,1374,Mehmet D.,İzmir,Teslim Edildi,2025-06-10,2025-06-12
KRG-1375,1375,Elif S.,Samsun,Teslim Edildi,2025-06-11,2025-06-13
KRG-1376,1376,Ahmet Y.,Samsun,Teslim Edildi,2025-06-11,2025-06-13
KRG-1377,1377,Cemre Y.,İstanbul,Teslim Edildi,2025-06-12,2025-06-14
KRG-1378,1378,Caner B.,Kocaeli,Teslim Edildi,2025-06-12,2025-06-14
KRG-1379,1379,Caner B.,Kocaeli,Teslim Edildi,2025-06-12,2025-06-14
KRG-1380,1380,Burak T.,Kocaeli,Teslim Edildi,2025-06-11,2025-06-12
KRG-1381,1381,Elif S.,Balıkesir,Teslim Edildi,2025-06-11,2025-06-13
KRG-1382,1382,Mehmet D.,Balıkesir,Teslim Edildi,2025-06-11,2025-06-14
KRG-1383,1383,Zeynep C.,Ankara,Teslim Edildi,2025-06-11,2025-06-12
KRG-1384,1384,Ahmet Y.,Antalya,Teslim Edildi,2025-06-11,2025-06-14
KRG-1385,1385,Fatma A.,İzmir,Teslim Edildi,2025-06-12,2025-06-14
KRG-1386,1386,Mehmet D.,Kocaeli,Teslim Edildi,2025-06-13,2025-06-14
KRG-1387,1387,Zeynep C.,İstanbul,Teslim Edildi,2025-06-12,2025-06-14
KRG-1388,1388,Fatma A.,Bursa,Teslim Edildi,2025-06-12,2025-06-14
KRG-1389,1389,Zeynep C.,Samsun,Teslim Edildi,2025-06-12,2025-06-14
KRG-1390,1390,Caner B.,Adana,Teslim Edildi,2025-06-12,2025-06-15
KRG-1391,1391,Caner B.,Balıkesir,Teslim Edildi,2025-06-12,2025-06-14
KRG-1392,1392,Ahmet Y.,Samsun,Teslim Edildi,2025-06-12,2025-06-13
KRG-1393,1393,Ayşe K.,Eskişehir,Teslim Edildi,2025-06-13,2025-06-16
KRG-1394,1394,Cemre Y.,Samsun,Teslim Edildi,2025-06-12,2025-06-15
KRG-1395,1395,Elif S.,Balıkesir,İade Teslim Alındı,2025-06-13,2025-06-14
KRG-1396,1396,Cemre Y.,Adana,Teslim Edildi,2025-06-13,2025-06-16
KRG-1397,1397,Mehmet D.,Balıkesir,Teslim Edildi,2025-06-14,2025-06-16
KRG-1398,1398,Cemre Y.,Adana,Teslim Edildi,2025-06-14,2025-06-16
KRG-1400,1400,Caner B.,Samsun,İade Teslim Alındı,2025-06-14,2025-06-15
KRG-1401,1401,Zeynep C.,Samsun,Teslim Edildi,2025-06-13,2025-06-15
KRG-1402,1402,Elif S.,Ankara,Teslim Edildi,2025-06-14,2025-06-15
KRG-1403,1403,Ahmet Y.,Samsun,Teslim Edildi,2025-06-13,2025-06-15
KRG-1404,1404,Cemre Y.,Bursa,İade Teslim Alındı,2025-06-14,2025-06-15
KRG-1405,1405,Ali M.,Samsun,Teslim Edildi,2025-06-13,2025-06-14
KRG-1406,1406,Fatma A.,İstanbul,Teslim Edildi,2025-06-13,2025-06-16
KRG-1407,1407,Ahmet Y.,Kocaeli,Teslim Edildi,2025-06-14,2025-06-15
KRG-1408,1408,Fatma A.,Eskişehir,Teslim Edildi,2025-06-13,2025-06-14
KRG-1410,1410,Fatma A.,Adana,Teslim Edildi,2025-06-15,2025-06-18
KRG-1411,1411,Burak T.,Balıkesir,Teslim Edildi,2025-06-14,2025-06-17
KRG-1412,1412,Elif S.,Adana,Teslim Edildi,2025-06-15,2025-06-17
KRG-1413,1413,Caner B.,Samsun,Teslim Edildi,2025-06-15,2025-06-17
KRG-1414,1414,Ali M.,Antalya,İade Teslim Alındı,2025-06-15,2025-06-17
KRG-1415,1415,Caner B.,Bursa,İade Teslim Alındı,2025-06-14,2025-06-17
KRG-1416,1416,Elif S.,Adana,Teslim Edildi,2025-06-14,2025-06-15
KRG-1417,1417,Caner B.,Ankara,Teslim Edildi,2025-06-14,2025-06-16
KRG-1418,1418,Elif S.,İzmir,Teslim Edildi,2025-06-14,2025-06-15
KRG-1419,1419,Ayşe K.,Balıkesir,Teslim Edildi,2025-06-14,2025-06-15
KRG-1420,1420,Zeynep C.,Bursa,Teslim Edildi,2025-06-14,2025-06-15
KRG-1421,1421,Caner B.,İzmir,Teslim Edildi,2025-06-14,2025-06-16
KRG-1422,1422,Fatma A.,İstanbul,Teslim Edildi,2025-06-15,2025-06-18
KRG-1423,1423,Fatma A.,İstanbul,Teslim Edildi,2025-06-15,2025-06-17
KRG-1424,1424,Ayşe K.,İzmir,Teslim Edildi,2025-06-14,2025-06-15
KRG-1425,1425,Burak T.,Kocaeli,Teslim Edildi,2025-06-15,2025-06-18
KRG-1426,1426,Elif S.,Antalya,Teslim Edildi,2025-06-15,2025-06-18
KRG-1428,1428,Ahmet Y.,İzmir,Teslim Edildi,2025-06-16,2025-06-17
KRG-1429,1429,Burak T.,Kocaeli,Teslim Edildi,2025-06-15,2025-06-17
KRG-1430,1430,Ahmet Y.,İstanbul,Teslim Edildi,2025-06-15,2025-06-17
KRG-1431,1431,Caner B.,Kocaeli,Teslim Edildi,2025-06-15,2025-06-18
KRG-1432,1432,Mehmet D.,Adana,Teslim Edildi,2025-06-15,2025-06-18
KRG-1433,1433,Elif S.,İzmir,Teslim Edildi,2025-06-15,2025-06-17
KRG-1434,1434,Mehmet D.,İstanbul,Teslim Edildi,2025-06-15,2025-06-16
KRG-1435,1435,Fatma A.,İzmir,Teslim Edildi,2025-06-15,2025-06-16
KRG-1436,1436,Burak T.,Adana,Teslim Edildi,2025-06-16,2025-06-19
KRG-1437,1437,Mehmet D.,İzmir,Teslim Edildi,2025-06-16,2025-06-18
KRG-1439,1439,Elif S.,Antalya,Teslim Edildi,2025-06-15,2025-06-17
KRG-1440,1440,Elif S.,Bursa,Teslim Edildi,2025-06-16,2025-06-19
KRG-1441,1441,Mehmet D.,Eskişehir,Teslim Edildi,2025-06-16,2025-06-18
KRG-1443,1443,Caner B.,Balıkesir,Teslim Edildi,2025-06-16,2025-06-18
KRG-1444,1444,Zeynep C.,İzmir,Teslim Edildi,2025-06-15,2025-06-18
KRG-1445,1445,Burak T.,Adana,İade Teslim Alındı,2025-06-15,2025-06-17
KRG-1446,1446,Fatma A.,Bursa,Teslim Edildi,2025-06-16,2025-06-19
KRG-1447,1447,Ali M.,Kocaeli,Teslim Edildi,2025-06-16,2025-06-17
KRG-1448,1448,Ayşe K.,İstanbul,Teslim Edildi,2025-06-15,2025-06-16
KRG-1450,1450,Zeynep C.,Ankara,Teslim Edildi,2025-06-16,2025-06-19
KRG-1451,1451,Ayşe K.,Adana,Teslim Edildi,2025-06-17,2025-06-20
KRG-1452,1452,Ali M.,Eskişehir,Teslim Edildi,2025-06-16,2025-06-17
KRG-1453,1453,Caner B.,İstanbul,Teslim Edildi,2025-06-17,2025-06-20
KRG-1454,1454,Fatma A.,Samsun,Teslim Edildi,2025-06-17,2025-06-19
KRG-1455,1455,Ayşe K.,Adana,Teslim Edildi,2025-06-16,2025-06-19
KRG-1457,1457,Burak T.,İzmir,Teslim Edildi,2025-06-17,2025-06-20
KRG-1458,1458,Burak T.,Balıkesir,Teslim Edildi,2025-06-17,2025-06-18
KRG-1459,1459,Burak T.,Ankara,Teslim Edildi,2025-06-17,2025-06-19
KRG-1460,1460,Mehmet D.,Balıkesir,Teslim Edildi,2025-06-17,2025-06-19
KRG-1461,1461,Ali M.,İzmir,İade Teslim Alındı,2025-06-17,2025-06-20
KRG-1462,1462,Ahmet Y.,Antalya,Teslim Edildi,2025-06-16,2025-06-17
KRG-1463,1463,Ali M.,Eskişehir,Teslim Edildi,2025-06-17,2025-06-19
KRG-1464,1464,Fatma A.,Ankara,Teslim Edildi,2025-06-18,2025-06-20
KRG-1465,1465,Ahmet Y.,Bursa,Teslim Edildi,2025-06-18,2025-06-21
KRG-1466,1466,Zeynep C.,Samsun,Teslim Edildi,2025-06-17,2025-06-19
KRG-1467,1467,Ahmet Y.,Eskişehir,Teslim Edildi,2025-06-17,2025-06-19
KRG-1468,1468,Mehmet D.,Adana,Teslim Edildi,2025-06-18,2025-06-20
KRG-1469,1469,Cemre Y.,Balıkesir,Teslim Edildi,2025-06-17,2025-06-19
KRG-1470,1470,Fatma A.,Antalya,Teslim Edildi,2025-06-17,2025-06-20
KRG-1471,1471,Fatma A.,Eskişehir,İade Teslim Alındı,2025-06-18,2025-06-20
KRG-1472,1472,Mehmet D.,Eskişehir,Teslim Edildi,2025-06-18,2025-06-19
KRG-1473,1473,Burak T.,Adana,Teslim Edildi,2025-06-19,2025-06-22
KRG-1474,1474,Caner B.,Eskişehir,Teslim Edildi,2025-06-19,2025-06-22
KRG-1475,1475,Fatma A.,Antalya,Teslim Edildi,2025-06-19,2025-06-20
KRG-1476,1476,Ahmet Y.,Adana,Teslim Edildi,2025-06-18,2025-06-20
KRG-1477,1477,Mehmet D.,Eskişehir,Teslim Edildi,2025-06-18,2025-06-20
KRG-1478,1478,Ayşe K.,Kocaeli,Teslim Edildi,2025-06-19,2025-06-22
KRG-1479,1479,Fatma A.,İstanbul,Teslim Edildi,2025-06-19,2025-06-20
KRG-1480,1480,Ahmet Y.,Ankara,Teslim Edildi,2025-06-18,2025-06-21
KRG-1481,1481,Ali M.,Bursa,Teslim Edildi,2025-06-19,2025-06-22
KRG-1482,1482,Caner B.,İstanbul,Teslim Edildi,2025-06-19,2025-06-21
KRG-1483,1483,Ayşe K.,Kocaeli,Teslim Edildi,2025-06-19,2025-06-22
KRG-1484,1484,Fatma A.,Eskişehir,Teslim Edildi,2025-06-20,2025-06-21
KRG-1485,1485,Burak T.,Kocaeli,Teslim Edildi,2025-06-19,2025-06-20
KRG-1486,1486,Elif S.,Adana,Teslim Edildi,2025-06-20,2025-06-21
KRG-1487,1487,Zeynep C.,Balıkesir,Teslim Edildi,2025-06-19,2025-06-21
KRG-1488,1488,Ahmet Y.,Samsun,Teslim Edildi,2025-06-20,2025-06-23
KRG-1489,1489,Cemre Y.,Samsun,Teslim Edildi,2025-06-21,2025-06-23
KRG-1490,1490,Elif S.,Bursa,Teslim Edildi,2025-06-21,2025-06-23
KRG-1491,1491,Ali M.,Balıkesir,Teslim Edildi,2025-06-20,2025-06-22
KRG-1492,1492,Zeynep C.,Kocaeli,Teslim Edildi,2025-06-20,2025-06-22
KRG-1493,1493,Mehmet D.,Adana,Teslim Edildi,2025-06-20,2025-06-23
KRG-1495,1495,Ahmet Y.,Ankara,İade Teslim Alındı,2025-06-20,2025-06-21
KRG-1496,1496,Burak T.,İzmir,Teslim Edildi,2025-06-21,2025-06-23
KRG-1497,1497,Fatma A.,Adana,Teslim Edildi,2025-06-22,2025-06-25
KRG-1498,1498,Cemre Y.,Kocaeli,Teslim Edildi,2025-06-22,2025-06-23
KRG-1499,1499,Ali M.,Eskişehir,Teslim Edildi,2025-06-22,2025-06-25
KRG-1500,1500,Ali M.,Antalya,Teslim Edildi,2025-06-22,2025-06-25
KRG-1501,1501,Burak T.,İzmir,Teslim Edildi,2025-06-22,2025-06-23
KRG-1502,1502,Fatma A.,Bursa,Teslim Edildi,2025-06-22,2025-06-25
KRG-1503,1503,Caner B.,Eskişehir,Teslim Edildi,2025-06-22,2025-06-24
KRG-1504,1504,Cemre Y.,Bursa,İade Teslim Alındı,2025-06-22,2025-06-25
KRG-1505,1505,Ayşe K.,İstanbul,Teslim Edildi,2025-06-22,2025-06-24
KRG-1506,1506,Zeynep C.,İstanbul,Teslim Edildi,2025-06-22,2025-06-23
KRG-1507,1507,Zeynep C.,Eskişehir,Teslim Edildi,2025-06-21,2025-06-24
KRG-1508,1508,Ali M.,İstanbul,Teslim Edildi,2025-06-22,2025-06-23
KRG-1510,1510,Ayşe K.,Antalya,Teslim Edildi,2025-06-22,2025-06-23
KRG-1511,1511,Mehmet D.,Balıkesir,Teslim Edildi,2025-06-22,2025-06-25
KRG-1512,1512,Burak T.,Ankara,Teslim Edildi,2025-06-22,2025-06-25
KRG-1513,1513,Burak T.,Adana,Teslim Edildi,2025-06-22,2025-06-24
KRG-1514,1514,Ayşe K.,Adana,Teslim Edildi,2025-06-21,2025-06-23
KRG-1515,1515,Burak T.,Bursa,Teslim Edildi,2025-06-21,2025-06-22
KRG-1516,1516,Cemre Y.,Eskişehir,Teslim Edildi,2025-06-22,2025-06-23
KRG-1517,1517,Caner B.,Kocaeli,Teslim Edildi,2025-06-22,2025-06-23
KRG-1518,1518,Burak T.,İzmir,Teslim Edildi,2025-06-22,2025-06-23
KRG-1519,1519,Caner B.,Bursa,Teslim Edildi,2025-06-22,2025-06-24
KRG-1520,1520,Burak T.,İzmir,Teslim Edildi,2025-06-22,2025-06-23
KRG-1521,1521,Ayşe K.,İstanbul,Teslim Edildi,2025-06-23,2025-06-25
KRG-1522,1522,Ayşe K.,İzmir,Teslim Edildi,2025-06-23,2025-06-26
KRG-1523,1523,Ali M.,Adana,Teslim Edildi,2025-06-23,2025-06-26
KRG-1524,1524,Ali M.,Ankara,Teslim Edildi,2025-06-22,2025-06-24
KRG-1525,1525,Ahmet Y.,Antalya,Teslim Edildi,2025-06-23,2025-06-25
KRG-1526,1526,Ali M.,Bursa,Teslim Edildi,2025-06-23,2025-06-26
KRG-1527,1527,Mehmet D.,İzmir,Teslim Edildi,2025-06-22,2025-06-25
KRG-1528,1528,Ayşe K.,İzmir,Teslim Edildi,2025-06-22,2025-06-23
KRG-1529,1529,Ayşe K.,Balıkesir,Teslim Edildi,2025-06-23,2025-06-24
KRG-1530,1530,Zeynep C.,Samsun,Teslim Edildi,2025-06-22,2025-06-24
KRG-1531,1531,Caner B.,İstanbul,Teslim Edildi,2025-06-22,2025-06-25
KRG-1532,1532,Burak T.,Balıkesir,Teslim Edildi,2025-06-22,2025-06-24
KRG-1533,1533,Cemre Y.,İzmir,Teslim Edildi,2025-06-22,2025-06-25
KRG-1534,1534,Fatma A.,Kocaeli,Teslim Edildi,2025-06-23,2025-06-24
KRG-1535,1535,Caner B.,Kocaeli,İade Teslim Alındı,2025-06-22,2025-06-24
KRG-1536,1536,Burak T.,Antalya,Teslim Edildi,2025-06-22,2025-06-24
KRG-1537,1537,Cemre Y.,Bursa,Teslim Edildi,2025-06-23,2025-06-25
KRG-1538,1538,Ali M.,İstanbul,Teslim Edildi,2025-06-23,2025-06-24
KRG-1539,1539,Fatma A.,Kocaeli,Teslim Edildi,2025-06-22,2025-06-25
KRG-1540,1540,Burak T.,Kocaeli,Teslim Edildi,2025-06-23,2025-06-26
KRG-1541,1541,Mehmet D.,Eskişehir,Teslim Edildi,2025-06-23,2025-06-24
KRG-1542,1542,Zeynep C.,Samsun,Teslim Edildi,2025-06-23,2025-06-24
KRG-1543,1543,Burak T.,Adana,Teslim Edildi,2025-06-24,2025-06-27
KRG-1544,1544,Ali M.,Samsun,İade Teslim Alındı,2025-06-23,2025-06-25
KRG-1545,1545,Elif S.,İzmir,Teslim Edildi,2025-06-23,2025-06-24
KRG-1546,1546,Burak T.,Balıkesir,Teslim Edildi,2025-06-24,2025-06-27
KRG-1547,1547,Ayşe K.,Antalya,Teslim Edildi,2025-06-24,2025-06-26
KRG-1548,1548,Cemre Y.,Bursa,Teslim Edildi,2025-06-25,2025-06-28
KRG-1549,1549,Cemre Y.,Adana,Teslim Edildi,2025-06-24,2025-06-26
KRG-1550,1550,Ayşe K.,Antalya,İade Teslim Alındı,2025-06-25,2025-06-28
KRG-1551,1551,Mehmet D.,Balıkesir,İade Teslim Alındı,2025-06-24,2025-06-25
KRG-1552,1552,Ali M.,Kocaeli,Teslim Edildi,2025-06-25,2025-06-27
KRG-1553,1553,Zeynep C.,Balıkesir,Teslim Edildi,2025-06-25,2025-06-28
KRG-1554,1554,Ayşe K.,İstanbul,Teslim Edildi,2025-06-25,2025-06-28
KRG-1555,1555,Mehmet D.,Bursa,Teslim Edildi,2025-06-25,2025-06-27
KRG-1556,1556,Burak T.,Kocaeli,Teslim Edildi,2025-06-26,2025-06-27
KRG-1557,1557,Mehmet D.,Eskişehir,Teslim Edildi,2025-06-26,2025-06-28
KRG-1558,1558,Zeynep C.,Samsun,Teslim Edildi,2025-06-25,2025-06-26
KRG-1559,1559,Fatma A.,Antalya,Teslim Edildi,2025-06-26,2025-06-29
KRG-1560,1560,Cemre Y.,Ankara,Teslim Edildi,2025-06-26,2025-06-29
KRG-1561,1561,Elif S.,Bursa,Teslim Edildi,2025-06-26,2025-06-29
KRG-1562,1562,Ali M.,Balıkesir,Teslim Edildi,2025-06-26,2025-06-27
KRG-1563,1563,Ayşe K.,Balıkesir,Teslim Edildi,2025-06-26,2025-06-28
KRG-1564,1564,Caner B.,Samsun,Teslim Edildi,2025-06-25,2025-06-28
KRG-1565,1565,Ayşe K.,Bursa,Teslim Edildi,2025-06-25,2025-06-28
KRG-1566,1566,Mehmet D.,Adana,Teslim Edildi,2025-06-26,2025-06-28
KRG-1567,1567,Burak T.,Eskişehir,Teslim Edildi,2025-06-25,2025-06-28
KRG-1568,1568,Mehmet D.,Adana,Teslim Edildi,2025-06-26,2025-06-27
KRG-1569,1569,Zeynep C.,Samsun,Teslim Edildi,2025-06-26,2025-06-29
KRG-1570,1570,Zeynep C.,İzmir,Teslim Edildi,2025-06-27,2025-06-30
KRG-1571,1571,Ali M.,Kocaeli,Teslim Edildi,2025-06-26,2025-06-29
KRG-1572,1572,Zeynep C.,Kocaeli,Teslim Edildi,2025-06-26,2025-06-29
KRG-1573,1573,Caner B.,İstanbul,Teslim Edildi,2025-06-26,2025-06-28
KRG-1574,1574,Zeynep C.,Samsun,Teslim Edildi,2025-06-27,2025-06-28
KRG-1575,1575,Ali M.,Ankara,Teslim Edildi,2025-06-27,2025-06-30
KRG-1576,1576,Ali M.,İstanbul,Teslim Edildi,2025-06-27,2025-06-28
KRG-1577,1577,Burak T.,Ankara,Teslim Edildi,2025-06-28,2025-06-30
KRG-1578,1578,Caner B.,İstanbul,Teslim Edildi,2025-06-28,2025-06-29
KRG-1579,1579,Zeynep C.,Ankara,Teslim Edildi,2025-06-27,2025-06-28
KRG-1580,1580,Cemre Y.,Balıkesir,Teslim Edildi,2025-06-28,2025-07-01
KRG-1581,1581,Mehmet D.,Samsun,Teslim Edildi,2025-06-28,2025-06-29
KRG-1582,1582,Ahmet Y.,Samsun,Teslim Edildi,2025-06-28,2025-06-30
KRG-1583,1583,Mehmet D.,Balıkesir,Teslim Edildi,2025-06-28,2025-07-01
KRG-1584,1584,Caner B.,Adana,Teslim Edildi,2025-06-28,2025-06-29
KRG-1585,1585,Mehmet D.,Eskişehir,Teslim Edildi,2025-06-28,2025-06-29
KRG-1586,1586,Mehmet D.,İzmir,İade Teslim Alındı,2025-06-27,2025-06-28
KRG-1587,1587,Burak T.,Kocaeli,Teslim Edildi,2025-06-28,2025-07-01
KRG-1588,1588,Burak T.,Eskişehir,Teslim Edildi,2025-06-28,2025-06-29
KRG-1589,1589,Burak T.,Adana,Teslim Edildi,2025-06-28,2025-06-29
KRG-1590,1590,Zeynep C.,Balıkesir,Teslim Edildi,2025-06-29,2025-07-02
KRG-1591,1591,Ayşe K.,Kocaeli,Teslim Edildi,2025-06-28,2025-06-30
KRG-1592,1592,Ali M.,Eskişehir,Teslim Edildi,2025-06-29,2025-07-02
KRG-1593,1593,Zeynep C.,Antalya,Teslim Edildi,2025-06-29,2025-07-02
KRG-1594,1594,Cemre Y.,İzmir,Teslim Edildi,2025-06-29,2025-07-02
KRG-1595,1595,Ahmet Y.,İstanbul,Teslim Edildi,2025-06-29,2025-06-30
KRG-1596,1596,Ahmet Y.,Ankara,Teslim Edildi,2025-06-28,2025-06-30
KRG-1597,1597,Ahmet Y.,Eskişehir,Teslim Edildi,2025-06-28,2025-07-01
KRG-1598,1598,Caner B.,İzmir,Teslim Edildi,2025-06-29,2025-07-02
KRG-1599,1599,Elif S.,Antalya,Teslim Edildi,2025-06-28,2025-07-01
KRG-1600,1600,Mehmet D.,İstanbul,Teslim Edildi,2025-06-28,2025-07-01
KRG-1601,1601,Fatma A.,Eskişehir,Teslim Edildi,2025-06-29,2025-07-02
KRG-1602,1602,Fatma A.,Kocaeli,Teslim Edildi,2025-06-29,2025-07-02
KRG-1603,1603,Zeynep C.,İstanbul,Teslim Edildi,2025-06-30,2025-07-01
KRG-1604,1604,Burak T.,İzmir,Teslim Edildi,2025-06-29,2025-06-30
KRG-1605,1605,Ayşe K.,Ankara,Teslim Edildi,2025-06-29,2025-07-01
KRG-1606,1606,Burak T.,İzmir,Teslim Edildi,2025-06-30,2025-07-01
KRG-1607,1607,Ali M.,Samsun,Teslim Edildi,2025-06-29,2025-06-30
KRG-1608,1608,Elif S.,Bursa,Teslim Edildi,2025-06-29,2025-07-01
KRG-1609,1609,Cemre Y.,Kocaeli,Teslim Edildi,2025-06-30,2025-07-02
KRG-1610,1610,Mehmet D.,Ankara,Teslim Edildi,2025-06-30,2025-07-03
KRG-1611,1611,Elif S.,İzmir,Teslim Edildi,2025-06-29,2025-07-01
KRG-1612,1612,Cemre Y.,Samsun,Teslim Edildi,2025-06-30,2025-07-02
KRG-1613,1613,Ahmet Y.,Antalya,Teslim Edildi,2025-07-01,2025-07-03
KRG-1614,1614,Burak T.,Antalya,Teslim Edildi,2025-06-30,2025-07-03
KRG-1615,1615,Zeynep C.,Eskişehir,Teslim Edildi,2025-07-01,2025-07-02
KRG-1616,1616,Ayşe K.,Adana,Teslim Edildi,2025-07-01,2025-07-03
KRG-1617,1617,Elif S.,İzmir,Teslim Edildi,2025-06-30,2025-07-02
KRG-1618,1618,Elif S.,Adana,Teslim Edildi,2025-06-30,2025-07-03
KRG-1619,1619,Ahmet Y.,Samsun,Teslim Edildi,2025-07-01,2025-07-04
KRG-1620,1620,Burak T.,Adana,Teslim Edildi,2025-07-02,2025-07-03
KRG-1621,1621,Burak T.,Eskişehir,Teslim Edildi,2025-07-02,2025-07-04
KRG-1622,1622,Mehmet D.,Antalya,Teslim Edildi,2025-07-01,2025-07-02
KRG-1623,1623,Mehmet D.,Adana,Teslim Edildi,2025-07-02,2025-07-03
KRG-1624,1624,Ayşe K.,Antalya,Teslim Edildi,2025-07-01,2025-07-04
KRG-1625,1625,Ahmet Y.,Bursa,Teslim Edildi,2025-07-01,2025-07-02
KRG-1626,1626,Cemre Y.,Samsun,Teslim Edildi,2025-07-02,2025-07-03
KRG-1627,1627,Mehmet D.,Ankara,Teslim Edildi,2025-07-02,2025-07-05
KRG-1628,1628,Mehmet D.,Kocaeli,Teslim Edildi,2025-07-02,2025-07-03
